Tensile strain (Strain 1) : Primary source		Strain 1				
						
Results Table 1						
	Tensile strain (Strain 1) gauge length	Strain 1 gauge length	Time at removal			
	(mm)	(mm)	(s)			
1	50.00	50.00	54.04			
2	50.00	50.00	54.04			
3	50.00	50.00	54.04			
						
Results Table 2						
						
						
1	Time	Displacement	Force	Tensile strain (Strain 1)	Tensile displacement	Strain 1
	(s)	(mm)	(kN)	(%)	(mm)	(%)
	8.3200	0.6894	5.3362	0.1440	0.0720	0.1440
	8.3400	0.6910	5.3493	0.1446	0.0723	0.1446
	8.3600	0.6928	5.3620	0.1453	0.0726	0.1453
	8.3800	0.6944	5.3754	0.1458	0.0729	0.1458
	8.4000	0.6961	5.3883	0.1464	0.0732	0.1464
	8.4200	0.6977	5.4010	0.1470	0.0735	0.1470
	8.4400	0.6992	5.4129	0.1476	0.0738	0.1476
	8.4600	0.7009	5.4239	0.1482	0.0741	0.1482
	8.4800	0.7028	5.4370	0.1488	0.0744	0.1488
	8.5000	0.7044	5.4515	0.1495	0.0747	0.1495
	8.5200	0.7061	5.4644	0.1501	0.0750	0.1501
	8.5400	0.7078	5.4770	0.1507	0.0753	0.1507
	8.5600	0.7094	5.4891	0.1513	0.0756	0.1513
	8.5800	0.7110	5.5008	0.1519	0.0759	0.1519
	8.6000	0.7126	5.5128	0.1525	0.0762	0.1525
	8.6200	0.7143	5.5243	0.1531	0.0765	0.1531
	8.6400	0.7162	5.5373	0.1537	0.0769	0.1537
	8.6600	0.7179	5.5525	0.1544	0.0772	0.1544
	8.6800	0.7195	5.5659	0.1551	0.0775	0.1551
	8.7000	0.7212	5.5777	0.1557	0.0778	0.1557
	8.7200	0.7228	5.5893	0.1563	0.0782	0.1563
	8.7400	0.7244	5.6006	0.1569	0.0785	0.1569
	8.7600	0.7261	5.6126	0.1576	0.0788	0.1576
	8.7800	0.7278	5.6252	0.1582	0.0791	0.1582
	8.8000	0.7297	5.6381	0.1589	0.0794	0.1589
	8.8200	0.7314	5.6525	0.1596	0.0798	0.1596
	8.8400	0.7329	5.6653	0.1603	0.0801	0.1603
	8.8600	0.7346	5.6760	0.1609	0.0804	0.1609
	8.8800	0.7361	5.6870	0.1615	0.0808	0.1615
	8.9000	0.7378	5.6980	0.1621	0.0811	0.1621
	8.9200	0.7395	5.7096	0.1628	0.0814	0.1628
	8.9400	0.7410	5.7217	0.1635	0.0817	0.1635
	8.9600	0.7426	5.7330	0.1641	0.0820	0.1641
	8.9800	0.7444	5.7447	0.1647	0.0824	0.1647
	9.0000	0.7461	5.7579	0.1655	0.0827	0.1655
	9.0200	0.7477	5.7701	0.1661	0.0831	0.1661
	9.0400	0.7494	5.7822	0.1668	0.0834	0.1668
	9.0600	0.7510	5.7942	0.1675	0.0837	0.1675
	9.0800	0.7528	5.8059	0.1682	0.0841	0.1682
	9.1000	0.7544	5.8180	0.1689	0.0844	0.1689
	9.1200	0.7559	5.8292	0.1695	0.0848	0.1695
	9.1400	0.7578	5.8404	0.1702	0.0851	0.1702
	9.1600	0.7596	5.8539	0.1710	0.0855	0.1710
	9.1800	0.7612	5.8672	0.1717	0.0858	0.1717
	9.2000	0.7628	5.8783	0.1724	0.0862	0.1724
	9.2200	0.7644	5.8888	0.1731	0.0865	0.1731
	9.2400	0.7660	5.8990	0.1738	0.0869	0.1738
	9.2600	0.7676	5.9096	0.1745	0.0872	0.1745
	9.2800	0.7692	5.9208	0.1751	0.0876	0.1751
	9.3000	0.7710	5.9321	0.1758	0.0879	0.1758
	9.3200	0.7729	5.9454	0.1766	0.0883	0.1766
	9.3400	0.7745	5.9592	0.1774	0.0887	0.1774
	9.3600	0.7761	5.9699	0.1781	0.0891	0.1781
	9.3800	0.7777	5.9798	0.1788	0.0894	0.1788
	9.4000	0.7793	5.9897	0.1795	0.0897	0.1795
	9.4200	0.7810	5.9998	0.1802	0.0901	0.1802
	9.4400	0.7827	6.0112	0.1809	0.0905	0.1809
	9.4600	0.7844	6.0227	0.1817	0.0908	0.1817
	9.4800	0.7862	6.0345	0.1824	0.0912	0.1824
	9.5000	0.7878	6.0470	0.1832	0.0916	0.1832
	9.5200	0.7893	6.0575	0.1839	0.0920	0.1839
	9.5400	0.7910	6.0670	0.1847	0.0923	0.1847
	9.5600	0.7926	6.0775	0.1854	0.0927	0.1854
	9.5800	0.7944	6.0885	0.1862	0.0931	0.1862
	9.6000	0.7961	6.1006	0.1870	0.0935	0.1870
	9.6200	0.7977	6.1124	0.1877	0.0939	0.1877
	9.6400	0.7994	6.1230	0.1885	0.0942	0.1885
	9.6600	0.8012	6.1342	0.1893	0.0947	0.1893
	9.6800	0.8028	6.1457	0.1901	0.0951	0.1901
	9.7000	0.8045	6.1561	0.1909	0.0954	0.1909
	9.7200	0.8062	6.1671	0.1917	0.0958	0.1917
	9.7400	0.8079	6.1784	0.1925	0.0963	0.1925
	9.7600	0.8096	6.1897	0.1933	0.0967	0.1933
	9.7800	0.8112	6.2005	0.1941	0.0971	0.1941
	9.8000	0.8128	6.2100	0.1949	0.0974	0.1949
	9.8200	0.8147	6.2205	0.1957	0.0978	0.1957
	9.8400	0.8163	6.2330	0.1965	0.0983	0.1965
	9.8600	0.8180	6.2439	0.1974	0.0987	0.1974
	9.8800	0.8196	6.2537	0.1982	0.0991	0.1982
	9.9000	0.8212	6.2635	0.1991	0.0995	0.1991
	9.9200	0.8228	6.2728	0.1998	0.0999	0.1998
	9.9400	0.8244	6.2822	0.2006	0.1003	0.2006
	9.9600	0.8259	6.2912	0.2014	0.1007	0.2014
	9.9800	0.8277	6.3005	0.2022	0.1011	0.2022
	10.0000	0.8295	6.3122	0.2031	0.1016	0.2031
	10.0200	0.8310	6.3240	0.2040	0.1020	0.2040
	10.0400	0.8327	6.3339	0.2048	0.1024	0.2048
	10.0600	0.8343	6.3433	0.2057	0.1029	0.2057
	10.0800	0.8360	6.3528	0.2065	0.1033	0.2065
	10.1000	0.8377	6.3624	0.2074	0.1037	0.2074
	10.1200	0.8393	6.3727	0.2083	0.1041	0.2083
	10.1400	0.8411	6.3830	0.2091	0.1046	0.2091
	10.1600	0.8429	6.3941	0.2100	0.1050	0.2100
	10.1800	0.8445	6.4056	0.2110	0.1055	0.2110
	10.2000	0.8461	6.4147	0.2119	0.1059	0.2119
	10.2200	0.8477	6.4229	0.2128	0.1064	0.2128
	10.2400	0.8493	6.4319	0.2136	0.1068	0.2136
	10.2600	0.8510	6.4409	0.2145	0.1073	0.2145
	10.2800	0.8527	6.4507	0.2154	0.1077	0.2154
	10.3000	0.8542	6.4603	0.2163	0.1082	0.2163
	10.3200	0.8560	6.4693	0.2172	0.1086	0.2172
	10.3400	0.8578	6.4800	0.2182	0.1091	0.2182
	10.3600	0.8594	6.4903	0.2191	0.1096	0.2191
	10.3800	0.8611	6.4996	0.2201	0.1100	0.2201
	10.4000	0.8628	6.5092	0.2210	0.1105	0.2210
	10.4200	0.8644	6.5181	0.2219	0.1109	0.2219
	10.4400	0.8661	6.5269	0.2229	0.1114	0.2229
	10.4600	0.8676	6.5355	0.2238	0.1119	0.2238
	10.4800	0.8693	6.5434	0.2247	0.1124	0.2247
	10.5000	0.8712	6.5531	0.2257	0.1128	0.2257
	10.5200	0.8728	6.5644	0.2267	0.1134	0.2267
	10.5400	0.8745	6.5736	0.2277	0.1138	0.2277
	10.5600	0.8762	6.5820	0.2286	0.1143	0.2286
	10.5800	0.8778	6.5903	0.2296	0.1148	0.2296
	10.6000	0.8794	6.5983	0.2306	0.1153	0.2306
	10.6200	0.8810	6.6065	0.2315	0.1158	0.2315
	10.6400	0.8827	6.6145	0.2325	0.1162	0.2325
	10.6600	0.8846	6.6235	0.2335	0.1167	0.2335
	10.6800	0.8863	6.6348	0.2346	0.1173	0.2346
	10.7000	0.8878	6.6443	0.2357	0.1178	0.2357
	10.7200	0.8895	6.6514	0.2367	0.1183	0.2367
	10.7400	0.8911	6.6587	0.2376	0.1188	0.2376
	10.7600	0.8927	6.6660	0.2387	0.1193	0.2387
	10.7800	0.8945	6.6743	0.2397	0.1198	0.2397
	10.8000	0.8962	6.6835	0.2407	0.1204	0.2407
	10.8200	0.8980	6.6926	0.2418	0.1209	0.2418
	10.8400	0.8998	6.7027	0.2429	0.1214	0.2429
	10.8600	0.9012	6.7112	0.2439	0.1220	0.2439
	10.8800	0.9029	6.7173	0.2450	0.1225	0.2450
	10.9000	0.9045	6.7237	0.2460	0.1230	0.2460
	10.9200	0.9061	6.7308	0.2471	0.1235	0.2471
	10.9400	0.9078	6.7385	0.2481	0.1240	0.2481
	10.9600	0.9094	6.7470	0.2492	0.1246	0.2492
	10.9800	0.9110	6.7545	0.2503	0.1251	0.2503
	11.0000	0.9128	6.7617	0.2513	0.1257	0.2513
	11.0200	0.9144	6.7701	0.2524	0.1262	0.2524
	11.0400	0.9160	6.7777	0.2535	0.1268	0.2535
	11.0600	0.9177	6.7849	0.2546	0.1273	0.2546
	11.0800	0.9194	6.7928	0.2557	0.1279	0.2557
	11.1000	0.9211	6.8007	0.2568	0.1284	0.2568
	11.1200	0.9228	6.8088	0.2580	0.1290	0.2580
	11.1400	0.9243	6.8162	0.2591	0.1296	0.2591
	11.1600	0.9261	6.8224	0.2602	0.1301	0.2602
	11.1800	0.9279	6.8305	0.2613	0.1307	0.2613
	11.2000	0.9295	6.8393	0.2625	0.1313	0.2625
	11.2200	0.9312	6.8463	0.2637	0.1318	0.2637
	11.2400	0.9328	6.8529	0.2649	0.1324	0.2649
	11.2600	0.9344	6.8592	0.2660	0.1330	0.2660
	11.2800	0.9360	6.8654	0.2671	0.1336	0.2671
	11.3000	0.9376	6.8717	0.2683	0.1342	0.2683
	11.3200	0.9393	6.8777	0.2694	0.1347	0.2694
	11.3400	0.9412	6.8853	0.2706	0.1353	0.2706
	11.3600	0.9429	6.8947	0.2719	0.1359	0.2719
	11.3800	0.9445	6.9019	0.2731	0.1365	0.2731
	11.4000	0.9461	6.9077	0.2743	0.1371	0.2743
	11.4200	0.9477	6.9135	0.2755	0.1377	0.2755
	11.4400	0.9493	6.9189	0.2766	0.1383	0.2766
	11.4600	0.9510	6.9249	0.2778	0.1389	0.2778
	11.4800	0.9526	6.9314	0.2790	0.1395	0.2790
	11.5000	0.9544	6.9382	0.2802	0.1401	0.2802
	11.5200	0.9562	6.9467	0.2815	0.1407	0.2815
	11.5400	0.9577	6.9542	0.2827	0.1414	0.2827
	11.5600	0.9594	6.9594	0.2840	0.1420	0.2840
	11.5800	0.9611	6.9649	0.2852	0.1426	0.2852
	11.6000	0.9627	6.9707	0.2865	0.1432	0.2865
	11.6200	0.9645	6.9769	0.2877	0.1439	0.2877
	11.6400	0.9661	6.9834	0.2890	0.1445	0.2890
	11.6600	0.9677	6.9888	0.2902	0.1451	0.2902
	11.6800	0.9695	6.9948	0.2915	0.1457	0.2915
	11.7000	0.9712	7.0021	0.2928	0.1464	0.2928
	11.7200	0.9728	7.0082	0.2941	0.1470	0.2941
	11.7400	0.9746	7.0141	0.2954	0.1477	0.2954
	11.7600	0.9762	7.0200	0.2967	0.1483	0.2967
	11.7800	0.9778	7.0254	0.2980	0.1490	0.2980
	11.8000	0.9795	7.0308	0.2993	0.1496	0.2993
	11.8200	0.9810	7.0356	0.3006	0.1503	0.3006
	11.8400	0.9829	7.0406	0.3019	0.1509	0.3019
	11.8600	0.9847	7.0485	0.3033	0.1516	0.3033
	11.8800	0.9864	7.0559	0.3047	0.1523	0.3047
	11.9000	0.9880	7.0609	0.3060	0.1530	0.3060
	11.9200	0.9896	7.0651	0.3073	0.1537	0.3073
	11.9400	0.9911	7.0687	0.3087	0.1543	0.3087
	11.9600	0.9927	7.0723	0.3099	0.1550	0.3099
	11.9800	0.9943	7.0764	0.3112	0.1556	0.3112
	12.0000	0.9960	7.0809	0.3125	0.1563	0.3125
	12.0200	0.9979	7.0875	0.3139	0.1570	0.3139
	12.0400	0.9995	7.0952	0.3153	0.1577	0.3153
	12.0600	1.0011	7.1001	0.3167	0.1583	0.3167
	12.0800	1.0027	7.1040	0.3180	0.1590	0.3180
	12.1000	1.0043	7.1079	0.3194	0.1597	0.3194
	12.1200	1.0060	7.1120	0.3207	0.1603	0.3207
	12.1400	1.0077	7.1175	0.3221	0.1610	0.3221
	12.1600	1.0094	7.1235	0.3235	0.1617	0.3235
	12.1800	1.0113	7.1296	0.3249	0.1624	0.3249
	12.2000	1.0129	7.1364	0.3264	0.1632	0.3264
	12.2200	1.0144	7.1406	0.3278	0.1639	0.3278
	12.2400	1.0160	7.1430	0.3292	0.1646	0.3292
	12.2600	1.0177	7.1465	0.3306	0.1653	0.3306
	12.2800	1.0193	7.1506	0.3319	0.1660	0.3319
	12.3000	1.0210	7.1557	0.3333	0.1667	0.3333
	12.3200	1.0226	7.1607	0.3348	0.1674	0.3348
	12.3400	1.0243	7.1643	0.3362	0.1681	0.3362
	12.3600	1.0261	7.1692	0.3376	0.1688	0.3376
	12.3800	1.0277	7.1749	0.3391	0.1695	0.3391
	12.4000	1.0294	7.1793	0.3406	0.1703	0.3406
	12.4200	1.0311	7.1839	0.3420	0.1710	0.3420
	12.4400	1.0328	7.1888	0.3435	0.1717	0.3435
	12.4600	1.0345	7.1931	0.3449	0.1725	0.3449
	12.4800	1.0360	7.1971	0.3464	0.1732	0.3464
	12.5000	1.0376	7.1998	0.3478	0.1739	0.3478
	12.5200	1.0394	7.2028	0.3493	0.1746	0.3493
	12.5400	1.0411	7.2086	0.3507	0.1754	0.3507
	12.5600	1.0427	7.2138	0.3522	0.1761	0.3522
	12.5800	1.0445	7.2178	0.3537	0.1769	0.3537
	12.6000	1.0461	7.2219	0.3553	0.1776	0.3553
	12.6200	1.0478	7.2256	0.3568	0.1784	0.3568
	12.6400	1.0494	7.2290	0.3583	0.1791	0.3583
	12.6600	1.0510	7.2320	0.3597	0.1799	0.3597
	12.6800	1.0528	7.2352	0.3612	0.1806	0.3612
	12.7000	1.0547	7.2411	0.3627	0.1814	0.3627
	12.7200	1.0562	7.2471	0.3643	0.1822	0.3643
	12.7400	1.0579	7.2503	0.3659	0.1829	0.3659
	12.7600	1.0595	7.2531	0.3674	0.1837	0.3674
	12.7800	1.0611	7.2559	0.3689	0.1844	0.3689
	12.8000	1.0629	7.2589	0.3704	0.1852	0.3704
	12.8200	1.0645	7.2626	0.3719	0.1860	0.3719
	12.8400	1.0663	7.2665	0.3734	0.1867	0.3734
	12.8600	1.0681	7.2715	0.3750	0.1875	0.3750
	12.8800	1.0697	7.2768	0.3766	0.1883	0.3766
	12.9000	1.0713	7.2793	0.3782	0.1891	0.3782
	12.9200	1.0729	7.2813	0.3797	0.1898	0.3797
	12.9400	1.0745	7.2839	0.3812	0.1906	0.3812
	12.9600	1.0762	7.2864	0.3828	0.1914	0.3828
	12.9800	1.0778	7.2897	0.3843	0.1922	0.3843
	13.0000	1.0793	7.2927	0.3858	0.1929	0.3858
	13.0200	1.0811	7.2951	0.3874	0.1937	0.3874
	13.0400	1.0828	7.2996	0.3889	0.1945	0.3889
	13.0600	1.0844	7.3040	0.3905	0.1953	0.3905
	13.0800	1.0861	7.3072	0.3921	0.1960	0.3921
	13.1000	1.0878	7.3105	0.3937	0.1968	0.3937
	13.1200	1.0895	7.3135	0.3952	0.1976	0.3952
	13.1400	1.0911	7.3166	0.3968	0.1984	0.3968
	13.1600	1.0927	7.3196	0.3984	0.1992	0.3984
	13.1800	1.0944	7.3216	0.3999	0.2000	0.3999
	13.2000	1.0963	7.3257	0.4015	0.2008	0.4015
	13.2200	1.0979	7.3313	0.4032	0.2016	0.4032
	13.2400	1.0995	7.3347	0.4048	0.2024	0.4048
	13.2600	1.1011	7.3369	0.4064	0.2032	0.4064
	13.2800	1.1027	7.3388	0.4080	0.2040	0.4080
	13.3000	1.1043	7.3406	0.4096	0.2048	0.4096
	13.3200	1.1060	7.3431	0.4112	0.2056	0.4112
	13.3400	1.1076	7.3456	0.4128	0.2064	0.4128
	13.3600	1.1096	7.3494	0.4143	0.2072	0.4143
	13.3800	1.1113	7.3554	0.4160	0.2080	0.4160
	13.4000	1.1128	7.3593	0.4177	0.2088	0.4177
	13.4200	1.1145	7.3607	0.4193	0.2097	0.4193
	13.4400	1.1160	7.3623	0.4209	0.2105	0.4209
	13.4600	1.1177	7.3639	0.4225	0.2113	0.4225
	13.4800	1.1194	7.3664	0.4241	0.2121	0.4241
	13.5000	1.1211	7.3698	0.4257	0.2129	0.4257
	13.5200	1.1229	7.3734	0.4274	0.2137	0.4274
	13.5400	1.1246	7.3780	0.4291	0.2145	0.4291
	13.5600	1.1261	7.3815	0.4308	0.2154	0.4308
	13.5800	1.1278	7.3824	0.4324	0.2162	0.4324
	13.6000	1.1294	7.3838	0.4340	0.2170	0.4340
	13.6200	1.1311	7.3862	0.4356	0.2178	0.4356
	13.6400	1.1329	7.3895	0.4373	0.2186	0.4373
	13.6600	1.1345	7.3932	0.4389	0.2195	0.4389
	13.6800	1.1361	7.3957	0.4406	0.2203	0.4406
	13.7000	1.1379	7.3977	0.4422	0.2211	0.4422
	13.7200	1.1395	7.4010	0.4439	0.2219	0.4439
	13.7400	1.1411	7.4032	0.4455	0.2228	0.4455
	13.7600	1.1429	7.4052	0.4472	0.2236	0.4472
	13.7800	1.1446	7.4082	0.4488	0.2244	0.4488
	13.8000	1.1463	7.4112	0.4506	0.2253	0.4506
	13.8200	1.1479	7.4139	0.4522	0.2261	0.4522
	13.8400	1.1494	7.4155	0.4539	0.2270	0.4539
	13.8600	1.1513	7.4165	0.4555	0.2278	0.4555
	13.8800	1.1531	7.4203	0.4572	0.2286	0.4572
	13.9000	1.1547	7.4244	0.4589	0.2295	0.4589
	13.9200	1.1564	7.4269	0.4606	0.2303	0.4606
	13.9400	1.1580	7.4291	0.4623	0.2312	0.4623
	13.9600	1.1596	7.4306	0.4640	0.2320	0.4640
	13.9800	1.1612	7.4315	0.4656	0.2328	0.4656
	14.0000	1.1627	7.4324	0.4672	0.2336	0.4672
	14.0200	1.1643	7.4332	0.4688	0.2344	0.4688
	14.0400	1.1662	7.4361	0.4705	0.2353	0.4705
	14.0600	1.1678	7.4411	0.4723	0.2361	0.4723
	14.0800	1.1694	7.4439	0.4740	0.2370	0.4740
	14.1000	1.1711	7.4456	0.4756	0.2378	0.4756
	14.1200	1.1727	7.4474	0.4773	0.2386	0.4773
	14.1400	1.1744	7.4490	0.4789	0.2395	0.4789
	14.1600	1.1761	7.4514	0.4806	0.2403	0.4806
	14.1800	1.1778	7.4543	0.4823	0.2412	0.4823
	14.2000	1.1796	7.4574	0.4840	0.2420	0.4840
	14.2200	1.1813	7.4617	0.4857	0.2429	0.4857
	14.2400	1.1829	7.4643	0.4875	0.2437	0.4875
	14.2600	1.1845	7.4648	0.4891	0.2446	0.4891
	14.2800	1.1861	7.4660	0.4909	0.2454	0.4909
	14.3000	1.1878	7.4671	0.4925	0.2463	0.4925
	14.3200	1.1895	7.4690	0.4942	0.2471	0.4942
	14.3400	1.1911	7.4714	0.4959	0.2479	0.4959
	14.3600	1.1927	7.4731	0.4975	0.2488	0.4975
	14.3800	1.1946	7.4758	0.4992	0.2496	0.4992
	14.4000	1.1962	7.4796	0.5010	0.2505	0.5010
	14.4200	1.1978	7.4817	0.5027	0.2513	0.5027
	14.4400	1.1995	7.4834	0.5044	0.2522	0.5044
	14.4600	1.2011	7.4852	0.5061	0.2530	0.5061
	14.4800	1.2028	7.4866	0.5078	0.2539	0.5078
	14.5000	1.2044	7.4884	0.5095	0.2547	0.5095
	14.5200	1.2059	7.4894	0.5112	0.2556	0.5112
	14.5400	1.2078	7.4907	0.5128	0.2564	0.5128
	14.5600	1.2096	7.4949	0.5146	0.2573	0.5146
	14.5800	1.2112	7.4987	0.5163	0.2582	0.5163
	14.6000	1.2129	7.5006	0.5180	0.2590	0.5180
	14.6200	1.2145	7.5021	0.5197	0.2599	0.5197
	14.6400	1.2161	7.5031	0.5215	0.2607	0.5215
	14.6600	1.2178	7.5046	0.5232	0.2616	0.5232
	14.6800	1.2194	7.5062	0.5248	0.2624	0.5248
	14.7000	1.2212	7.5077	0.5265	0.2633	0.5265
	14.7200	1.2230	7.5116	0.5283	0.2641	0.5283
	14.7400	1.2246	7.5158	0.5300	0.2650	0.5300
	14.7600	1.2262	7.5168	0.5318	0.2659	0.5318
	14.7800	1.2278	7.5173	0.5335	0.2667	0.5335
	14.8000	1.2294	7.5181	0.5352	0.2676	0.5352
	14.8200	1.2312	7.5196	0.5369	0.2684	0.5369
	14.8400	1.2329	7.5221	0.5386	0.2693	0.5386
	14.8600	1.2346	7.5247	0.5403	0.2702	0.5403
	14.8800	1.2365	7.5283	0.5421	0.2711	0.5421
	14.9000	1.2381	7.5321	0.5439	0.2720	0.5439
	14.9200	1.2396	7.5329	0.5456	0.2728	0.5456
	14.9400	1.2413	7.5326	0.5473	0.2737	0.5473
	14.9600	1.2429	7.5333	0.5490	0.2745	0.5490
	14.9800	1.2446	7.5346	0.5507	0.2754	0.5507
	15.0000	1.2463	7.5367	0.5524	0.2762	0.5524
	15.0200	1.2478	7.5388	0.5542	0.2771	0.5542
	15.0400	1.2495	7.5397	0.5559	0.2779	0.5559
	15.0600	1.2512	7.5412	0.5576	0.2788	0.5576
	15.0800	1.2527	7.5434	0.5593	0.2797	0.5593
	15.1000	1.2544	7.5445	0.5610	0.2805	0.5610
	15.1200	1.2561	7.5465	0.5627	0.2814	0.5627
	15.1400	1.2578	7.5490	0.5644	0.2822	0.5644
	15.1600	1.2595	7.5515	0.5662	0.2831	0.5662
	15.1800	1.2611	7.5540	0.5679	0.2840	0.5679
	15.2000	1.2626	7.5548	0.5697	0.2848	0.5697
	15.2200	1.2645	7.5559	0.5713	0.2857	0.5713
	15.2400	1.2662	7.5596	0.5731	0.2866	0.5731
	15.2600	1.2678	7.5624	0.5749	0.2874	0.5749
	15.2800	1.2695	7.5637	0.5766	0.2883	0.5766
	15.3000	1.2711	7.5652	0.5783	0.2892	0.5783
	15.3200	1.2728	7.5662	0.5800	0.2900	0.5800
	15.3400	1.2744	7.5671	0.5818	0.2909	0.5818
	15.3600	1.2759	7.5679	0.5835	0.2917	0.5835
	15.3800	1.2778	7.5687	0.5851	0.2926	0.5851
	15.4000	1.2796	7.5726	0.5869	0.2935	0.5869
	15.4200	1.2812	7.5765	0.5887	0.2944	0.5887
	15.4400	1.2828	7.5777	0.5905	0.2952	0.5905
	15.4600	1.2844	7.5785	0.5922	0.2961	0.5922
	15.4800	1.2860	7.5790	0.5939	0.2969	0.5939
	15.5000	1.2877	7.5795	0.5956	0.2978	0.5956
	15.5200	1.2893	7.5812	0.5973	0.2987	0.5973
	15.5400	1.2910	7.5832	0.5990	0.2995	0.5990
	15.5600	1.2929	7.5861	0.6008	0.3004	0.6008
	15.5800	1.2945	7.5901	0.6026	0.3013	0.6026
	15.6000	1.2961	7.5915	0.6044	0.3022	0.6044
	15.6200	1.2978	7.5920	0.6061	0.3031	0.6061
	15.6400	1.2994	7.5932	0.6078	0.3039	0.6078
	15.6600	1.3011	7.5944	0.6095	0.3048	0.6095
	15.6800	1.3028	7.5964	0.6113	0.3057	0.6113
	15.7000	1.3044	7.5983	0.6130	0.3065	0.6130
	15.7200	1.3062	7.5995	0.6147	0.3074	0.6147
	15.7400	1.3079	7.6022	0.6165	0.3083	0.6165
	15.7600	1.3095	7.6047	0.6183	0.3092	0.6183
	15.7800	1.3112	7.6060	0.6201	0.3101	0.6201
	15.8000	1.3129	7.6078	0.6218	0.3109	0.6218
	15.8200	1.3145	7.6091	0.6236	0.3118	0.6236
	15.8400	1.3162	7.6104	0.6254	0.3127	0.6254
	15.8600	1.3178	7.6115	0.6271	0.3136	0.6271
	15.8800	1.3195	7.6119	0.6288	0.3144	0.6288
	15.9000	1.3214	7.6144	0.6306	0.3153	0.6306
	15.9200	1.3230	7.6185	0.6324	0.3162	0.6324
	15.9400	1.3247	7.6205	0.6342	0.3171	0.6342
	15.9600	1.3263	7.6213	0.6359	0.3180	0.6359
	15.9800	1.3278	7.6217	0.6376	0.3188	0.6376
	16.0000	1.3295	7.6214	0.6394	0.3197	0.6394
	16.0200	1.3310	7.6216	0.6411	0.3205	0.6411
	16.0400	1.3326	7.6222	0.6428	0.3214	0.6428
	16.0600	1.3345	7.6238	0.6445	0.3223	0.6445
	16.0800	1.3363	7.6282	0.6463	0.3231	0.6463
	16.1000	1.3378	7.6312	0.6481	0.3240	0.6481
	16.1200	1.3394	7.6316	0.6498	0.3249	0.6498
	16.1400	1.3410	7.6320	0.6515	0.3258	0.6515
	16.1600	1.3427	7.6324	0.6532	0.3266	0.6532
	16.1800	1.3444	7.6340	0.6550	0.3275	0.6550
	16.2000	1.3461	7.6369	0.6567	0.3284	0.6567
	16.2200	1.3479	7.6394	0.6585	0.3292	0.6585
	16.2400	1.3497	7.6428	0.6603	0.3301	0.6603
	16.2600	1.3511	7.6453	0.6621	0.3311	0.6621
	16.2800	1.3527	7.6448	0.6638	0.3319	0.6638
	16.3000	1.3544	7.6443	0.6655	0.3328	0.6655
	16.3200	1.3560	7.6452	0.6673	0.3336	0.6673
	16.3400	1.3578	7.6470	0.6690	0.3345	0.6690
	16.3600	1.3594	7.6493	0.6708	0.3354	0.6708
	16.3800	1.3610	7.6506	0.6725	0.3363	0.6725
	16.4000	1.3628	7.6516	0.6742	0.3371	0.6742
	16.4200	1.3644	7.6544	0.6760	0.3380	0.6760
	16.4400	1.3661	7.6565	0.6778	0.3389	0.6778
	16.4600	1.3678	7.6579	0.6796	0.3398	0.6796
	16.4800	1.3695	7.6603	0.6814	0.3407	0.6814
	16.5000	1.3712	7.6620	0.6831	0.3416	0.6831
	16.5200	1.3728	7.6633	0.6849	0.3424	0.6849
	16.5400	1.3743	7.6638	0.6866	0.3433	0.6866
	16.5600	1.3760	7.6634	0.6883	0.3442	0.6883
	16.5800	1.3779	7.6654	0.6901	0.3451	0.6901
	16.6000	1.3795	7.6689	0.6919	0.3460	0.6919
	16.6200	1.3812	7.6707	0.6937	0.3468	0.6937
	16.6400	1.3829	7.6724	0.6955	0.3477	0.6955
	16.6600	1.3845	7.6736	0.6972	0.3486	0.6972
	16.6800	1.3861	7.6743	0.6990	0.3495	0.6990
	16.7000	1.3877	7.6750	0.7007	0.3504	0.7007
	16.7200	1.3894	7.6751	0.7024	0.3512	0.7024
	16.7400	1.3913	7.6771	0.7042	0.3521	0.7042
	16.7600	1.3930	7.6814	0.7060	0.3530	0.7060
	16.7800	1.3946	7.6837	0.7078	0.3539	0.7078
	16.8000	1.3963	7.6843	0.7096	0.3548	0.7096
	16.8200	1.3979	7.6849	0.7114	0.3557	0.7114
	16.8400	1.3995	7.6854	0.7132	0.3566	0.7132
	16.8600	1.4012	7.6866	0.7149	0.3575	0.7149
	16.8800	1.4029	7.6881	0.7166	0.3583	0.7166
	16.9000	1.4048	7.6902	0.7184	0.3592	0.7184
	16.9200	1.4065	7.6940	0.7202	0.3601	0.7202
	16.9400	1.4080	7.6958	0.7220	0.3610	0.7220
	16.9600	1.4096	7.6954	0.7238	0.3619	0.7238
	16.9800	1.4112	7.6957	0.7255	0.3628	0.7255
	17.0000	1.4129	7.6962	0.7273	0.3637	0.7273
	17.0200	1.4145	7.6971	0.7290	0.3645	0.7290
	17.0400	1.4161	7.6982	0.7308	0.3654	0.7308
	17.0600	1.4177	7.6983	0.7325	0.3663	0.7325
	17.0800	1.4195	7.6994	0.7342	0.3671	0.7342
	17.1000	1.4211	7.7022	0.7360	0.3680	0.7360
	17.1200	1.4227	7.7040	0.7377	0.3689	0.7377
	17.1400	1.4245	7.7058	0.7395	0.3697	0.7395
	17.1600	1.4261	7.7077	0.7413	0.3706	0.7413
	17.1800	1.4278	7.7092	0.7431	0.3715	0.7431
